Complaint ID,Citizen Name,Phone,Aadhaar,Complaint,AI Classification,Priority,Department,Date,Status
C0944,Citizen944,9399562909,XXXX XXXX 6530,Neighbor attacked me,Assault,Medium,Local Police,2026-05-13,Open
C0945,Citizen945,9908360589,XXXX XXXX 3208,Neighbor attacked me,Assault,Medium,Local Police,2026-07-24,Open
C0946,Citizen946,9921760618,XXXX XXXX 4062,Online scam,Fraud,High,Local Police,2026-05-05,Open
C0947,Citizen947,9658016513,XXXX XXXX 5053,Neighbor attacked me,Assault,Medium,Local Police,2026-07-09,Open
C0948,Citizen948,9433312466,XXXX XXXX 6468,Someone stole my bike,Theft,Medium,Local Police,2026-06-22,Open
C0949,Citizen949,9374191699,XXXX XXXX 8932,Someone stole my bike,Theft,Medium,Local Police,2026-02-17,Open
C0950,Citizen950,9059911984,XXXX XXXX 5247,Neighbor attacked me,Assault,Medium,Local Police,2026-04-24,Open
C0951,Citizen951,9323921155,XXXX XXXX 2621,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-26,Open
C0952,Citizen952,9304856434,XXXX XXXX 7257,Online scam,Fraud,High,Local Police,2026-05-17,Open
C0953,Citizen953,9335047344,XXXX XXXX 3658,Neighbor attacked me,Assault,Medium,Local Police,2026-04-18,Open
C0954,Citizen954,9427804813,XXXX XXXX 6512,Someone stole my bike,Theft,Medium,Local Police,2026-07-18,Open
C0955,Citizen955,9602934047,XXXX XXXX 3931,Neighbor attacked me,Assault,Medium,Local Police,2026-02-14,Open
C0956,Citizen956,9402148296,XXXX XXXX 5257,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-04,Open
C0957,Citizen957,9787312725,XXXX XXXX 3725,Online scam,Fraud,High,Local Police,2026-07-17,Open
C0958,Citizen958,9256843589,XXXX XXXX 7909,Neighbor attacked me,Assault,Medium,Local Police,2026-02-10,Open
C0959,Citizen959,9122343954,XXXX XXXX 6666,Online scam,Fraud,High,Local Police,2026-01-14,Open
C0960,Citizen960,9012380181,XXXX XXXX 3860,Bank account hacked,Cyber Crime,High,Local Police,2026-04-02,Open
C0961,Citizen961,9295225154,XXXX XXXX 8868,Neighbor attacked me,Assault,Medium,Local Police,2026-01-10,Open
C0962,Citizen962,9334421684,XXXX XXXX 2264,Bank account hacked,Cyber Crime,High,Local Police,2026-06-25,Open
C0963,Citizen963,9265898259,XXXX XXXX 6551,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-03,Open
C0964,Citizen964,9117544337,XXXX XXXX 9658,Someone stole my bike,Theft,Medium,Local Police,2026-02-22,Open
C0965,Citizen965,9750175660,XXXX XXXX 9053,Neighbor attacked me,Assault,Medium,Local Police,2026-01-19,Open
C0966,Citizen966,9072500605,XXXX XXXX 3742,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-14,Open
C0967,Citizen967,9100956461,XXXX XXXX 4744,My car was stolen,Vehicle Theft,Medium,Local Police,2026-01-26,Open
C0968,Citizen968,9492733484,XXXX XXXX 2243,Neighbor attacked me,Assault,Medium,Local Police,2026-04-20,Open
C0969,Citizen969,9758128206,XXXX XXXX 1847,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-09,Open
C0970,Citizen970,9757464671,XXXX XXXX 8450,Someone stole my bike,Theft,Medium,Local Police,2026-04-18,Open
C0971,Citizen971,9352321391,XXXX XXXX 9743,Neighbor attacked me,Assault,Medium,Local Police,2026-07-02,Open
C0972,Citizen972,9373959450,XXXX XXXX 3378,Neighbor attacked me,Assault,Medium,Local Police,2026-06-14,Open
C0973,Citizen973,9028920348,XXXX XXXX 4529,Someone stole my bike,Theft,Medium,Local Police,2026-07-28,Open
C0974,Citizen974,9553025424,XXXX XXXX 2630,Neighbor attacked me,Assault,Medium,Local Police,2026-07-10,Open
C0975,Citizen975,9001425600,XXXX XXXX 4615,Neighbor attacked me,Assault,Medium,Local Police,2026-03-23,Open
C0976,Citizen976,9408322928,XXXX XXXX 7450,Bank account hacked,Cyber Crime,High,Local Police,2026-01-09,Open
C0977,Citizen977,9899377979,XXXX XXXX 1710,Online scam,Fraud,High,Local Police,2026-03-16,Open
C0978,Citizen978,9292176931,XXXX XXXX 3504,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-13,Open
C0979,Citizen979,9944533683,XXXX XXXX 9715,Neighbor attacked me,Assault,Medium,Local Police,2026-06-06,Open
C0980,Citizen980,9550051570,XXXX XXXX 8104,Someone stole my bike,Theft,Medium,Local Police,2026-04-21,Open
C0981,Citizen981,9988182683,XXXX XXXX 1703,Someone stole my bike,Theft,Medium,Local Police,2026-06-02,Open
C0982,Citizen982,9610481828,XXXX XXXX 2972,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-19,Open
C0983,Citizen983,9281278436,XXXX XXXX 1618,Bank account hacked,Cyber Crime,High,Local Police,2026-06-23,Open
C0984,Citizen984,9631732470,XXXX XXXX 2282,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-15,Open
C0985,Citizen985,9653503007,XXXX XXXX 3879,Online scam,Fraud,High,Local Police,2026-01-22,Open
C0986,Citizen986,9148186235,XXXX XXXX 6868,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-24,Open
C0987,Citizen987,9869873814,XXXX XXXX 9519,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-03,Open
C0988,Citizen988,9203674979,XXXX XXXX 3229,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-25,Open
C0989,Citizen989,9314833774,XXXX XXXX 2909,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-14,Open
C0990,Citizen990,9774966922,XXXX XXXX 8886,Neighbor attacked me,Assault,Medium,Local Police,2026-03-01,Open
C0991,Citizen991,9064878498,XXXX XXXX 4503,Neighbor attacked me,Assault,Medium,Local Police,2026-03-15,Open
C0992,Citizen992,9429149695,XXXX XXXX 7939,Online scam,Fraud,High,Local Police,2026-03-08,Open
C0993,Citizen993,9069587395,XXXX XXXX 1327,Online scam,Fraud,High,Local Police,2026-04-22,Open
C0994,Citizen994,9268460737,XXXX XXXX 8083,Bank account hacked,Cyber Crime,High,Local Police,2026-03-24,Open
C0995,Citizen995,9242445789,XXXX XXXX 4362,Someone stole my bike,Theft,Medium,Local Police,2026-07-06,Open
C0996,Citizen996,9791514248,XXXX XXXX 9616,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-14,Open
C0997,Citizen997,9010746075,XXXX XXXX 1313,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-05,Open
C0998,Citizen998,9239782512,XXXX XXXX 6039,Neighbor attacked me,Assault,Medium,Local Police,2026-06-04,Open
C0999,Citizen999,9814373580,XXXX XXXX 8611,Someone stole my bike,Theft,Medium,Local Police,2026-02-28,Open
C1000,Citizen1000,9127813419,XXXX XXXX 5460,Online scam,Fraud,High,Local Police,2026-05-05,Open
